address,score,amount,category
io10zgz26gss20vc8xa2z44pv0f9mys52x62npwz9,105,890258033518921472,earlybird
io1yn6q5zs7942vfwjd6dmtexjysdfpcj2n27ljar,50,423932396913772096,earlybird
io1q0s65824suudemuc4pf5l3dfjcr9fgcupcr74x,100,847864793827544192,earlybird
io1jlrzq6xcux7slqthm8d6a2aqc30vdueh0n3umk,50,423932396913772096,earlybird
io14dajnf8y4e0eg9hsuc4vpm0zhqu8hd3543sysy,50,423932396913772096,earlybird
io1pnm5wehkn06h7mw632gcv8d98xesdhugmha8mn,50,423932396913772096,earlybird
io1lt56kwldylujsktj02jaupcs08vdu386x4u3gl,50,423932396913772096,earlybird
io19yuzzg29ay9408gzq5gl6gc3hdsn6fg6d767ad,110,932651273210298624,earlybird
io1jpnf9yyz8yps7hcaxjxq8dhuvzqcg068jewt5d,50,423932396913772096,earlybird
io1gkccmdqk9vaqf8rnar6lsvjw456579tr8zf8y7,50,423932396913772096,earlybird
io1mnx9tgzwtldr7n2yp2q5c4csndv0xh2dt2tfdw,50,423932396913772096,earlybird
io14wf0udxeunqjl0wp5cnkufmumjnv8q9e90zehe,50,423932396913772096,earlybird
io1a90xkt9dq5y6mmuylqa5tplu0gd9gym3wu7xh5,50,423932396913772096,earlybird
io1frqzknzzsfel8mqux9tgmuk86ac9fqxnyfznet,50,423932396913772096,earlybird
io1dc9k6quteq4s86g8j2wxnf723ur7y93qm4j9x2,50,423932396913772096,earlybird
io1hatj58yyatmfr3ehx0sggxrxa9sakqu8nfnhp7,100,847864793827544192,earlybird
io1p4lkdkn6fpnfw4jekfvw304m056684xrsmqx46,50,423932396913772096,earlybird
io18u4d9p3kukwe2sxf25h5u9l5f6pz90e0c789uu,50,423932396913772096,earlybird
io1qvun3q2ztmn5djjxtac9zpee2jhthxttjt3rcx,50,423932396913772096,earlybird
io1ctx4sa5vfuweeaks2j9fnjvj4r3rnkarqgfg98,50,423932396913772096,earlybird
io13wvkt6wmunfagqck08mc0ekx8vwl4vtt7775r0,50,423932396913772096,earlybird
io1skmz96ltzez4lt8z07pll3dk6dc22rv2s420ev,50,423932396913772096,earlybird
io1rzwfzwd4wxalfvjmagl5kqtd2fep0qx3v5adl9,50,423932396913772096,earlybird
io1qqyamc23ar4vfrstkhgje7hu6t7pv6duw00h6v,50,423932396913772096,earlybird
io1vz87thtwudswme75uhvappv7qvn6lqh7kr5hys,50,423932396913772096,earlybird
io12du3wwjytp4ys4vkj38q4s6dvph9f4kdffnc5x,50,423932396913772096,earlybird
io1akzu4ch7vg6jzesc84s9lyx6pmqxtch5xg70e9,50,423932396913772096,earlybird
io1cses0et57mr2kcny0973e8xd0zyg4s7zlxv97m,100,847864793827544192,earlybird
io1gq5mf9kj2v3vk6wukdttme56wv2tlu80ja6x55,50,423932396913772096,earlybird
io1hgv6kjuh65k247pv8u5xdl9grwytsj3xqgc3pu,50,423932396913772096,earlybird
io19usvn2zggw4f0z8rz4upln8kvu4t50zgwg70sw,50,423932396913772096,earlybird
io1d8vg5dxhquf9e3c49ewyvks5uhctrl8rl8yrv3,50,423932396913772096,earlybird
io1wxvuruhxequ9cmyuj58p7gv6upxxa960lr6gp8,50,423932396913772096,earlybird
io152ylk8hxk3zj5r63junf89herucmt6tpagumtd,50,423932396913772096,earlybird
io1k4386j8j3lursflkk934fg9tu73a5puzzd7cax,50,423932396913772096,earlybird
io1f78c83e2jj60aj7ytptr55l8vm3qx0dj40e653,50,423932396913772096,earlybird
io13zq5c308g0q7ceuzgwgwzjt6rydtz7cd3zr5mk,50,423932396913772096,earlybird
io15765qztnaeeaxc854hyg5qga003c3ltyrkharq,100,847864793827544192,earlybird
io1rdp7dmthyu4zgj3rz6d97scufd9s2mtjpqdtqq,50,423932396913772096,earlybird
io1tmn35h3pp2sphx2scxgev5rf22l5wtk373y7x0,50,423932396913772096,earlybird
io1hrj3gk5guu5s9xtgrzrjxphshvy382ulejyn99,50,423932396913772096,earlybird
io10rl6ylgjyppcwnd7s7dhzuccplknenca60d7ry,50,423932396913772096,earlybird
io1nnkwn7k8lx8kp4lzq5adwhk2k4nmgmyx2gzl7s,50,423932396913772096,earlybird
io1en8m0ale02c6tsnk5427qjgssh67y70wkdxwtq,50,423932396913772096,earlybird
io1mqent5g3zquuuccqad7tu8xuq5890tpkejzt3j,50,423932396913772096,earlybird
io1ppxqn2zhcrwgxl0rdy86ws9quewemm0fed7tf2,50,423932396913772096,earlybird
io146r7fur4535rskgmdzqlglflnu0wx4pr4773q7,50,423932396913772096,earlybird
io1pf2sdgt672k4n4079uvgg5ssgnwlws8cp4t68x,50,423932396913772096,earlybird
io19pv3vvh4ex3qmczwgz5rx0lmshnfyhqccls08k,50,423932396913772096,earlybird
io1mvtjfhnss55g6zetklwlrgygvsvpf5kp6qskd3,50,423932396913772096,earlybird
io10rslkg5vmq624h8el5w6t750855qrcupwqt7gv,50,423932396913772096,earlybird
io1v8xdtjnfg8d4ywh4egmra7jm3zf4rarqjd99tk,100,847864793827544192,earlybird
io1lq7egn36nmcympgpwzeffragys0wd9m6dhjx84,50,423932396913772096,earlybird
io1q47a4ghhuzwl9eyl5eazd04gywde78dwt8es5s,50,423932396913772096,earlybird
io1pqavd7s77lneujec8z43a2z9nfcdkulqw70mve,50,423932396913772096,earlybird
io16lzattyn67s0tghepy70mkxw0muk50wdlfse32,100,847864793827544192,earlybird
io16ex8efzdl9qwnkr4rj9ejww8lcne9wurmz58c7,50,423932396913772096,earlybird
io1dggdxd4w02fh8zhglehkmsa67kl8uktlmwyeam,50,423932396913772096,earlybird
io1w2m3jmdzl7h6syeymjm96fxwkxj0y45pwv6hma,50,423932396913772096,earlybird
io1y6gyhnduggwhlyhxc54els09a67k083u7zl63q,50,423932396913772096,earlybird
io1al350enx6daxrcg9r92evxkw49nhyjvlz0r3dy,50,423932396913772096,earlybird
io13myg90augta53r8fgh408v86frw25zte9w4rls,50,423932396913772096,earlybird
io1m0d58epcrfzxdsk3q2v3fj093c3k346px2ucae,50,423932396913772096,earlybird
io1tewhcezsdtg4kheml2nyfx9mkes83ce8x0zpha,50,423932396913772096,earlybird
io1e2rv0lchfrzwxwxtkt2qehphv2d7vqy776xm0t,100,847864793827544192,earlybird
io10640mfzr6rh7x2x8szr978l4tm4yvvrgvyn46y,50,423932396913772096,earlybird
io1p8ch9gfxhqpdqr96nsgylx4qdz8t3g2fhcay65,50,423932396913772096,earlybird
io1n628a8am566l7tlwhfj2ee4090nzal4gtz7sm5,50,423932396913772096,earlybird
io1wrddkm0hwcsvnu0aeaelzky9fjktwsup6pjvj9,50,423932396913772096,earlybird
io1ndr863pv0c286qfekf5wmf2ru0wxyl7a6mzsy5,50,423932396913772096,earlybird
io18vgz9ct7vp565uq9nne3sqpn5xn3ysf7xdl75x,50,423932396913772096,earlybird
io1erq0pjrllylyuqvgxasrwjh2dcs5kxxuhwlv83,50,423932396913772096,earlybird
io159k94ksu0l8gyafdecrta84ucmqd4ddxnrxz6d,50,423932396913772096,earlybird
io1wddhvzkucwawdak5tav0wgetf4ha45g08hrg8w,50,423932396913772096,earlybird
io18vwlt304nng4qlrltqvntuma65zmvtht9mn77h,100,847864793827544192,earlybird
io1ajrth0cg6kpjrrfuuzn9z4chlr0d46fgn5us5c,50,423932396913772096,earlybird
io1g4sjw4c8d9cav9eunnll2ujgqqea8clr2nxayr,50,423932396913772096,earlybird
io1agj0vp0l0fl6lu8vdzzea8fgkgfz3t48pds2pr,50,423932396913772096,earlybird
io1e0u3u5hxd4795fynzxyyw35gdefhpwae2ps8z0,50,423932396913772096,earlybird
io1947e5e7kah3dqj5vvcgkxc3vzkg8d7v704az8n,100,847864793827544192,earlybird
io12ltaq7j9nvep0kmjx80y5xzweadvfeny8xumeu,50,423932396913772096,earlybird
io1a2kwgc56mvj59607zkhkggpf8xf0tjr42dd9ns,50,423932396913772096,earlybird
io15795ww4ns00jqgchgwy48sc7jatgwlsxh7tlr7,50,423932396913772096,earlybird
io107ksmju75h72hhpxcjvdt72pv8j54r2yg26pwl,50,423932396913772096,earlybird
io1xxhvd25k6rdjtth8p073rw77am8urtx06v9cjj,50,423932396913772096,earlybird
io187ela3mpxcw3ffr5fwtdhlus8wlycmxcwx4mvq,50,423932396913772096,earlybird
io1d0dmv0mf09g9pzs8fmhdm0xajlgpdn7gasdq9g,50,423932396913772096,earlybird
io1ga8gf9z2h4cczg8ums4p9efp9dg4lzc8jkucnh,50,423932396913772096,earlybird
io1zs9g4vd20eccfna5mhellzvk62280dndvklmwp,50,423932396913772096,earlybird
io19vrzhrph6npmnfmnzds592ntfuccn4crdju899,50,423932396913772096,earlybird
io1jjs6zun4kge4hd78jw5gfpcq57wg2xf99kmp3a,50,423932396913772096,earlybird
io18eu7phg0pg3tyhgfvwp0c4yusx9a4zm4f9mpr7,50,423932396913772096,earlybird
io12gxj3u52ea4680zxe4c4qq0fv8slx0cxds4wjm,100,847864793827544192,earlybird
io1yynm3hn9ptrjns9t9mfhde76aduv0vc8ue7znm,100,847864793827544192,earlybird
io1qlwvqzxssngnwrhe0jrzkxu98hdll559dkydg8,100,847864793827544192,earlybird
io1tjc4rd099d22y35jujch5m8kky08zsyq9n6zqr,50,423932396913772096,earlybird
io1wuzazvn9m5efdvwn960s0svp53e9m2yxsaxe7u,50,423932396913772096,earlybird
io12a3rn5ls5aja3pd3gy9r4xhxazuk0tvs3ajgyf,50,423932396913772096,earlybird
io1zc3cmzyhcmftma6q8tahy6c037yxlqh70zwwcl,50,423932396913772096,earlybird
io1ah4zxhmazalermqn3kwr8jg3yxxe7r94wja47e,100,847864793827544192,earlybird
io1nnkaajaq6tc6dm3uszzqzthyt0n47zn4j05pkj,50,423932396913772096,earlybird
io1qjf777gzqd3692lpvfkve68vah76h68n3p9qay,50,423932396913772096,earlybird
io1ywf3yh6nhc976chvcatk9j49jzjvjxsrh0amts,50,423932396913772096,earlybird
io1eavks0r7mrwwz6y7cu4207zsckdv7q89g99jzj,50,423932396913772096,earlybird
io1967qgkyruxhmwyewpeqw6gd6qwsg9dt0vqmhxn,50,423932396913772096,earlybird
io1hc06dv38z89dvuzyyfyk5qcg5z57qe5vm5nmd0,50,423932396913772096,earlybird
io1l0yy9jczaxwh3wzn54fp3tk0l23kyt6m8pk9mr,50,423932396913772096,earlybird
io1hpg82jlryc5te8xtyl3clnp9ptflpzu9wmjhdq,50,423932396913772096,earlybird
io1laxnakw62v7hrrtk00xnck9ed6nltzvugche8q,50,423932396913772096,earlybird
io18tadwvm6nhf80dmkwv5686sg3c43kkyh4cx7q2,50,423932396913772096,earlybird
io1dsww05z7zz7zk78e0c6t7pjaslp9ldm8l0r7rs,50,423932396913772096,earlybird
io1esphzhxqvt20ngpflpemv8h9uqjyv4p3k4pf83,50,423932396913772096,earlybird
io1452vda4lwlrw89vujjehvlu9jnqa0hrqfn28k9,100,847864793827544192,earlybird
io1aauqtuluf85jlf8ryr8r9vd8pzy92xvjdmu5jh,50,423932396913772096,earlybird
io1sd3qfgvdgvqyyvpaj7rfwtw4qe2d43vqcqgdx7,100,847864793827544192,earlybird
io1cn23qp6w5rxexshym24n5qwy30v5h0a0g3d6k7,50,423932396913772096,earlybird
io1pv42fkf8zmxs7m0ftys4sw4cxdelyeutvpuhsz,50,423932396913772096,earlybird
io1fkgsakq7zhuzegyxuzmdrlfm6a2t4jyqdgq84k,50,423932396913772096,earlybird
io149jneapz2furpm0jza0ahy3a90kccsq2xdwu9g,50,423932396913772096,earlybird
io1d2hhxekmcvdmth0rdaw92jf2pnqxzrrnm6w52e,100,847864793827544192,earlybird
io1lpy42xkg2fp3q2ypdfpww62egvx2nvexrxka9x,50,423932396913772096,earlybird
io1rfppe9qch9jk6p5d6tc9xcherg584t3vltgp2c,50,423932396913772096,earlybird
io1j52fkfs90uwa32egr72rpad3ymra655ktc66p4,50,423932396913772096,earlybird
io17wunhjjnfwej868ytk5xkhua9gkjqq8jmz2zck,50,423932396913772096,earlybird
io17dzpal280s606lt5sh0t3f7376khln7chsudes,50,423932396913772096,earlybird
io1jamypmt5tpjdgjpakcfvf85tn7y4x5nnsqa9mc,50,423932396913772096,earlybird
io1kf7g5kmlcpexkgyld9vw4yew03l8zwr9nlrf2h,105,890258033518921472,earlybird
io10ecyzsv80h0ay2qyr3qtc6nmfcw70uqvm4vp26,50,423932396913772096,earlybird
io16rwzquvelf0nh2c3xly4569flqzhy9xaw55zlj,50,423932396913772096,earlybird
io15lchlhad6dya59fncqtcfm44njwxm6m0j29aq9,220,1865302546420597248,earlybird
io18my7z53au0tlwadp3gc2hawapssg0e3xd58htd,50,423932396913772096,earlybird
io1tuk7mckqrgjsj9j5p4vxqhqrcfqjpyffamfeft,100,847864793827544192,earlybird
io15fek6m36xaenqvdkk7rj7klhqpfme5slqsyura,50,423932396913772096,earlybird
io1w9tsr7kyhlwfztw7hgcxqah67e45ngck892jjp,50,423932396913772096,earlybird
io13p2l27mxefkffvehym66kr2qa5t9m29gkwyxkf,50,423932396913772096,earlybird
io1a953ms6n62qnhss9wnlwuce0epgq9x3ctz59kz,50,423932396913772096,earlybird
io1ycku658l62zt6gs6xjv7s5jq7fcxq7zl7x6qws,50,423932396913772096,earlybird
io1kfc8h4h5nwq45a4y57dtplerqazjupnzmhj5zq,50,423932396913772096,earlybird
io1f5ehh4x0z4z27sjxmr0tx368lm6r60dtzdf6sg,50,423932396913772096,earlybird
io19cg63v7le94pzjprehmzcf44nt4vw6wz0m76fu,50,423932396913772096,earlybird
io1t0sd8eyg8jxj0m56m33razacyxg6a90xyz9a8v,50,423932396913772096,earlybird
io1d3etynj6nw04q9f2kkqha455jq3gxnwt5zjr78,50,423932396913772096,earlybird
io1ghvfdae44cla9htztmct6k6kcg6q5ffx22g3py,50,423932396913772096,earlybird
io1vms4d45dh9v9rc600hu2ws9gkrkjzj4f8uwexx,100,847864793827544192,earlybird
io1lxjy09fqwy9cfduy887k0hak5waz7w2ahm32a7,100,847864793827544192,earlybird
io1jheajzualgjxsemmzwjt97xa0ulrs8m0wl8gt4,50,423932396913772096,earlybird
io1gu76f7wh4tuj6ysdrhzgemk6runyw0c7wzzdlc,50,423932396913772096,earlybird
io1785vfexukmd2qpfe0qhpjwkhxwp7wuknr3r23m,100,847864793827544192,earlybird
io16vr8a0funpzqz2xzlp0pdtannrcuw6vyt5t3xw,50,423932396913772096,earlybird
io1wgpx9gg3cgs0rlukgjrpkcyedqjx903727cn5n,50,423932396913772096,earlybird
io144djkhmhx9qkml4k3h73agwnfakp5hyz43u6qz,50,423932396913772096,earlybird
io1ym87xf85pqt7nl5vd5fx9jp2wnspplu608svpm,50,423932396913772096,earlybird
io1d8j43c704njp2l039p96ht4q2ycjznjd9lypa8,50,423932396913772096,earlybird
io1c4smzfpy3g9ay0w27cfphlxa6fpwv66cn38utp,50,423932396913772096,earlybird
io18lqrlca5wz6smqtrmwvahy6ew6nyfr7rcnfg4d,50,423932396913772096,earlybird
io16dr3ja9fvrukaawgjrce7lepmwqunnqwumtm5r,50,423932396913772096,earlybird
io1ec3w5pddpjdvg55znrd08syzqc2djtr527uq07,100,847864793827544192,earlybird
io10sw9s6sy5acjk6tdj2yujrnfn44k5m8fq6wree,50,423932396913772096,earlybird
io18nntarwflgaqhmkc3qnxk6z5998u3q6efj4ylc,50,423932396913772096,earlybird
io1tdkd4zdjjpeecauzrdq94x3lj2vqsw7qctxzk7,50,423932396913772096,earlybird
io1xce2heg058cwjkw4fu3v69t6yxxdmxqy7jfpdn,100,847864793827544192,earlybird
io1nqjtppchexllwq5fn5ujvgjkxzawmzrva689em,50,423932396913772096,earlybird
io1az0evnrq4u6pan3cveh3k4mf8vjyun47hsctcq,50,423932396913772096,earlybird
io1dhfxsvz28k5nnrd8nad0lfpthnrvk0l8w7at40,50,423932396913772096,earlybird
io147z9936439ksa5ncdh8lxxwttk63ps0mwxc27k,50,423932396913772096,earlybird
io1p4rp9m26hdnu76em839ktl8wwa3jhk37rrqneg,50,423932396913772096,earlybird
io1xh290lcs867vq6yj4pnytuxk47k7u0ntz2jvwe,100,847864793827544192,earlybird
io1p6trxa2jgqeuy8m522q422sjumckgrgy5w4vxh,100,847864793827544192,earlybird
io1ews49xl5z67cfnlr2xperghhtcn68dhx4q3c94,50,423932396913772096,earlybird
io1f4qqkknaxauljv74kjw34nwvv075svsqrcua8t,50,423932396913772096,earlybird
io1kdkcxckyycmg0kufgdrt8ntl7sdg3x8u69wrf2,50,423932396913772096,earlybird
io1978w2rtykg9kp6jgzc24fdkyz98m2jyfra96jp,50,423932396913772096,earlybird
io19ful07ddmgcmwgd8vhkm7prppc5xm3z42yp998,100,847864793827544192,earlybird
io19f30kkm9f8p6kkunejrs044pdwslzm6anp56c4,50,423932396913772096,earlybird
io1ze3a6rycnkzjenwktgvgrph3t5exttth5scpcm,50,423932396913772096,earlybird
io1fdgwqs8pvyz3qhtp0g4n3dzqedsnt8dqeqyqaw,50,423932396913772096,earlybird
io1seewr3mxnmpaptqud7fxz6wzgnaw60d8xyl2pc,50,423932396913772096,earlybird
io1w70vlldmpmuwqzyfw7g8d0kag43jv6refvm57h,50,423932396913772096,earlybird
io1ggexm0x3epj8yfmst2vh9aw4yexhnqp0k73ekv,50,423932396913772096,earlybird
io1cvtqajndcp72dk4cs2ylggj52lqp0jt4vts59f,50,423932396913772096,earlybird
io1glyy9wf5609lg6uu2enac0av9jne7vuc9gev0f,100,847864793827544192,earlybird
io1vme7vqc373m6zamp9z8z4pzqp0tgm0rsqpu5vf,50,423932396913772096,earlybird
io1z88hh93rejjlv4tt335equ0p6llxq3zv3eu4gc,50,423932396913772096,earlybird
io1uq2l0z08kurgdestwy9m4dfkdu48ayr8mau9p2,50,423932396913772096,earlybird
io1mwexpu0ahmg95rl65vg2lq3kjgv2uvzxe6fmlx,50,423932396913772096,earlybird
io133nmukeunj7yc6ljd9lztqscmeppdk5g67zh7v,50,423932396913772096,earlybird
io1zcg2pgnev70nm5fa8zq96sq85qxr7qsmfxzsce,100,847864793827544192,earlybird
io1r3wsyghdshlgeyd370yntgldjjrgrv6xssz6vh,100,847864793827544192,earlybird
io1fhpa9kv8y9zmywrc055mn6409ffj8p73kzgj4d,50,423932396913772096,earlybird
io10jpecgq5kr0yqrphf2flafuxm7x0s5l4wpsaa3,50,423932396913772096,earlybird
io1fl6hfphl8sq0tj7a0h3kcggr2l54ge8f6843g0,50,423932396913772096,earlybird
io16da9jafx02ry9e6ax2wjaq35rj9mdjc0dnj4ga,50,423932396913772096,earlybird
io1azy2uqqt86rn5h3p8tz7rqu8l9ak72n6lyx6j6,100,847864793827544192,earlybird
io1jzcj2xqreqlck8hrttrp8fx3gee8m6jsd2myqw,50,423932396913772096,earlybird
io1d5qhpakczvkfvrpq8e7uxpwc99wq6j0h8xkvsh,50,423932396913772096,earlybird
io14g5hh5wh35ydufguk6r5khzg7327nszk9jc9jq,50,423932396913772096,earlybird
io1umj4uwmxjepmg336e8r2jjnadtu6svyllyg0tf,50,423932396913772096,earlybird
io1h7lhdlh8yey2wje9l7uk9v5w28uusxaucerk29,50,423932396913772096,earlybird
io1qg3cfaxacq5fd2wdvjlsyqxx5sw20ss6j2vwn2,50,423932396913772096,earlybird
io1xrq2f2608tlvqyvz3cuqn074jkjdh6vyudq9ry,50,423932396913772096,earlybird
io1j6rvwtx90tq0cymyjak3wmr728804hvyamer20,100,847864793827544192,earlybird
io105x2m4z7uu035faqz3mdv68svtll9j3lz9tpvj,50,423932396913772096,earlybird
io16p7uzy4ztq79vl0c5fhxdqnae5jpnf9ra7ru7m,50,423932396913772096,earlybird
io1mxd8f723fa0xyarwqhh0c0sehqcslnvsq304qj,50,423932396913772096,earlybird
io1xawxy3tcffqx6kg0524klygsmsvlaqjp94lkm8,50,423932396913772096,earlybird
io14fczqdntsx5cuc03phmtkkhlspxku74smp6qqx,50,423932396913772096,earlybird
io1gad4aaw7f7gds5rxm6yefh837gvdr9xx0pmnhl,50,423932396913772096,earlybird
io1steqwp2m9c336x0k4rhgfuxy4ms5q2d9zf0xdy,100,847864793827544192,earlybird
io1uxhecdyftk8h5yp3gfsv3nwtqvsn79cemzme7s,50,423932396913772096,earlybird
io1hq3v7urg6gyhj3wkayzjqrtxahr25ys0ea59cs,50,423932396913772096,earlybird
io1rwzdwjr3dmsrh3avsuj5pe5jy3t9chz0ywyj7w,50,423932396913772096,earlybird
io1vmvswl0jp3nx8w44pc2vz8tla76zj6e4yrl4rp,50,423932396913772096,earlybird
io1d7tdhpf0rfcc7jhewsqhuzl9d2jcwhh462jylu,100,847864793827544192,earlybird
io19eq06d2ds9507g3fwtkqqp3jeeu9dk6xs05ux6,50,423932396913772096,earlybird
io1l2fl8ud99nw8e5wj3f9sewuh20xny45t7yqypl,50,423932396913772096,earlybird
io1662u74jec8y5qvy375twzgerf9mqut526urc9z,50,423932396913772096,earlybird
io1jlhn50wrv97fm0es7g3mvrq3azmasd48pheyu0,50,423932396913772096,earlybird
io1gsk6g6ppdfhrzafuwl68pat5s05jcyml06n04a,50,423932396913772096,earlybird
io1tdwg3ukcfasqaclcy75zsjwxfsmgvdg8qjcdjz,50,423932396913772096,earlybird
io1kp7wc4nattj0ksp5dq63kdz0fekfkeewx3ldgl,100,847864793827544192,earlybird
io1vgp674lfm34ckzkg0lg8603a3a5k03s43qnlva,50,423932396913772096,earlybird
io15x453wfmx0uztkjmy47dfpp0nz7fywm9k2s0t5,50,423932396913772096,earlybird
io15wl0t3qr5amgtfx86e00kdplnmhvnrjzpzttfc,100,847864793827544192,earlybird
io1dr05d7ew42k83ghvfhy4lpggycnmer5a9ljhga,50,423932396913772096,earlybird
io1u4hcp0eepg2edmzkklatcwx7ng8fht5kkk0uua,100,847864793827544192,earlybird
io19wucltkvgwc5sx763jevr9zfe3nxeuzj7lqx9r,50,423932396913772096,earlybird
io1h2mj3557vuaday273qcq95dzp5hv3tlx644wdm,50,423932396913772096,earlybird
io15vvunzw73v759z7muvhpj4f8w3n8yt6w8gw4az,50,423932396913772096,earlybird
io1kj00fduaweckwv2cwreec6mpy50k6u2ms5tz2w,50,423932396913772096,earlybird
io1pcdvzwhdw5x4gx9gall5qeee4pnnck42c599z8,50,423932396913772096,earlybird
io18nh83d7z5vh0d5lz8yjvzdtusjrphuu62tcqpm,50,423932396913772096,earlybird
io18mavr57q73fz637nm6u5rfm502y35yh02fpzun,50,423932396913772096,earlybird
io1th3ud7h6lfz4a77777v9fr4fp766r09gukfq9d,50,423932396913772096,earlybird
io1am64hypv9zqs32g2gmevcyv2a8dxy9urhu824f,50,423932396913772096,earlybird
io1ha8j43knfhvkmrazpdcv3z3svrmxr89lfak7av,50,423932396913772096,earlybird
io1097jmqt5hz0yh4laf0gv2sgm5geqaas9msjq5y,50,423932396913772096,earlybird
io1vvx3leesmra6sx2q0s5m0cclh6cx8rjcq4rlpg,100,847864793827544192,earlybird
io1mg3zu6wyjqu4g2t8f0llcwhcdtn8d63s9jx9qg,100,847864793827544192,earlybird
io1fza3vmukgu39zk4ate4877r2mx4y2pmpflucjj,50,423932396913772096,earlybird
io1vlxtgspm6e3hgv08r558k8yv4g93fsnf5dnpl4,50,423932396913772096,earlybird
io17uplayytrtreff7wh3g4zkcg0ur3v3dy8mxqzp,100,847864793827544192,earlybird
io1xcasrwk42w46z8ld9hjalyuvagmyzxfr25pezu,50,423932396913772096,earlybird
io1wa0z00v0xy2thfnruwrld8yr93fag6tesweqv7,50,423932396913772096,earlybird
io1spkmd3wtm2naaczuqqvx87h9zzjlu6r3w2ft55,50,423932396913772096,earlybird
io1jjz8h4s6e7yxgx2mhutg8wrt73dttc4wyldnae,50,423932396913772096,earlybird
io1n30y36lq9ajvm5cm753xnzapt66y7rumg5zztd,50,423932396913772096,earlybird
io123c0hlpx6esv3q82l8qwm3l7tcp5m5t9t7smz3,50,423932396913772096,earlybird
io1wxmcuyzhqlg97a8x5gtdfqwr0925fdyj2vaxhl,50,423932396913772096,earlybird
io1v635jyexlxa83x9njjtqswufl9zel8zsw7ef38,50,423932396913772096,earlybird
io1eq7upqn06x87sxnvrcs7q389lzwl62rus7tsgq,50,423932396913772096,earlybird
io1jjqces3js7u5scadykv0w9r9tnly6j0ydhgwp5,50,423932396913772096,earlybird
io154wu3h60t5avtz2wc58hw78vk8gl20szpaz30n,50,423932396913772096,earlybird
io1edkwj7n4vrjv0w027v6rhqghyqs8kpjnjg38ag,50,423932396913772096,earlybird
io1r3ew9rua2h5c8a50wde0m9rhw4uwggwt4lhugy,50,423932396913772096,earlybird
io10jajz8ghj35hl28az9utjkpxhmj0fk3ar7ucev,100,847864793827544192,earlybird
io1y4dp2srhzuxe88330398tfg4xnzxg9ux977pt7,100,847864793827544192,earlybird
io1prach5gu8fyxvqkd9kkgg9lce9t9fxc3qusyfc,100,847864793827544192,earlybird
io1aw24zs64qr56wl93eaym307azjtla54v4ck9hg,50,423932396913772096,earlybird
io19k4fkcr7f5tx4kr96ar92tgyar2cxt6jc7le3w,50,423932396913772096,earlybird
io1khcd48rntmsc58umzyw60fc4ug4aa9lld9j5yh,50,423932396913772096,earlybird
io1gf74z5lh0rpugm5qj7ucmk4f2xwqc4dkfgedza,50,423932396913772096,earlybird
io19nar5njemy5et7g0egn0p47s5eguee5l0hu397,100,847864793827544192,earlybird
io1a4fuppast5fkpeu03glym3vl356z99hec0dl70,50,423932396913772096,earlybird
io1rf6m6xqzwqg4gtu44qezc9p3dy34tzdj6tjjep,50,423932396913772096,earlybird
io1pan634gsr9p3y3xyp9jln6evsu8legp3w8fu3t,50,423932396913772096,earlybird
io14zrye7eu9rus3ldcafpf204lcqpqnlsl6qk3ca,50,423932396913772096,earlybird
io1t2wl58gdxyq6dk65q8sc3wn6pjnl8fw3zdzmdn,50,423932396913772096,earlybird
io1efs442hfkshuslvtzq20zxgm9z2n5gcyd2e459,50,423932396913772096,earlybird
io1hsjjagektwpdhwvr526hsy2469p00k8lvx925x,50,423932396913772096,earlybird
io1gvymyt07p5rz74rk8cdf4mr55cm05vnk4kxx2q,100,847864793827544192,earlybird
io17dqdavle4tj7rpthx3hdswvv93g4tssadnj9ya,50,423932396913772096,earlybird
io1yh2hg6tlqjttgq22n6pz4u2dwfu3c8knzkf4t5,50,423932396913772096,earlybird
io15caqezh3n2avgtxhspft56wcvcp4ujcdxjryjp,50,423932396913772096,earlybird
io1t2v4h3g20lm45424aqsm6s7sf7j8wewhf09el9,50,423932396913772096,earlybird
io13es8dysv0erf75hndm34us06j9y9kjmral8x2z,50,423932396913772096,earlybird
io1zqy2pldqvzu3j0nzg74aw6shmse47hdcqcvddp,50,423932396913772096,earlybird
io1rescc8vmd8c7zxvq8jhng2pun58yrjq2uurpyh,50,423932396913772096,earlybird
io1l6zwcrz7cgm6jffn2jtzuwsudzlq09ye778968,50,423932396913772096,earlybird
io195c7wxp7taqwrpj22zvqj4cftkd7mmn5y9szdw,50,423932396913772096,earlybird
io1pl2057vtfgnmsalsnrfxah9hqfumw87va3dp64,50,423932396913772096,earlybird
io104szaz8z9swat7txljwmsmmwr8cc6u3p7sma5s,50,423932396913772096,earlybird
io1ce03ykc5s5hzuy6c90pev927ayxz9q4swdfah5,100,847864793827544192,earlybird
io164cr90g7p0022n8ftx0v3sxcflxlz44z98kzk7,50,423932396913772096,earlybird
io1uz3k4xulxlcakgdlc7sx765leht4a4kwsd8x0a,50,423932396913772096,earlybird
io14vyhf9uh673jrptd35dhmclrv202utgdcgwp2d,50,423932396913772096,earlybird
io14emtzdva04322mz2men4pk37p68plvmpgqqyxx,50,423932396913772096,earlybird
io1t8c63zfa5a09qswfg6cggaxa8a0lpzq4d77p86,50,423932396913772096,earlybird
io1lqypvvnhx6s3h7q4fjjea903gpsn7wcj3tfrwh,50,423932396913772096,earlybird
